shelter_id,shelter_name,district,state,hazard_type,latitude,longitude,capacity_people,current_occupancy,vulnerable_ratio,days_isolated,road_access,power_backup_hours,food_rations_kg,water_liters,medical_kits,blankets_count,target_shortage_score,target_urgency_class,target_action_code
SH-DAR-2715,Darbhanga Sector-10 Relief Center,Darbhanga,Bihar,flood,26.11476,85.61421,1200,432,0.356,7.22,1,0.0,3474.1,10200.5,71.1,2787.1,3.36,SURPLUS,3
SH-VIS-2716,Visakhapatnam Sector-18 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.84589,83.23637,150,166,0.167,1.59,1,66.3,499.1,836.8,9.1,227.0,75.14,CRITICAL_DEFICIT,0
SH-KUT-2717,Kutch Sector-14 Relief Center,Kutch,Gujarat,earthquake,23.92835,69.71305,500,474,0.215,6.62,1,26.3,3073.0,5457.0,45.6,2437.3,37.82,BALANCED,2
SH-CHA-2718,Chamoli Sector-1 Relief Center,Chamoli,Uttarakhand,earthquake,30.45415,79.67616,300,339,0.319,3.67,0,22.5,1175.7,2497.8,17.4,941.9,69.71,DEFICIT,1
SH-KAZ-2719,Kaziranga Sector-12 Relief Center,Kaziranga,Assam,flood,26.27265,93.07689,300,93,0.255,2.53,1,45.3,390.1,951.4,10.0,140.2,47.99,DEFICIT,1
SH-BAL-2720,Balasore Sector-6 Relief Center,Balasore,Odisha,cyclone,21.48169,87.68788,800,306,0.219,0.88,1,22.5,3135.0,8821.8,76.4,1091.9,7.41,SURPLUS,3
SH-KAN-2721,Kangra Sector-10 Relief Center,Kangra,Himachal Pradesh,earthquake,32.24061,76.15029,150,106,0.199,1.56,1,28.5,111.2,226.5,1.5,51.5,88.22,CRITICAL_DEFICIT,0
SH-PUR-2722,Puri Sector-13 Relief Center,Puri,Odisha,cyclone,19.32681,86.17953,300,102,0.432,2.65,1,64.2,30.5,64.1,0.4,21.3,99.92,CRITICAL_DEFICIT,0
SH-CHA-2723,Chamoli Sector-16 Relief Center,Chamoli,Uttarakhand,earthquake,30.5425,79.51676,300,239,0.222,0.51,0,30.9,1056.4,2196.0,14.9,609.6,64.84,DEFICIT,1
SH-KAN-2724,Kangra Sector-12 Relief Center,Kangra,Himachal Pradesh,earthquake,32.35198,76.07371,150,125,0.183,0.11,1,21.2,38.3,70.0,0.7,35.6,99.11,CRITICAL_DEFICIT,0
SH-CHA-2725,Chamoli Sector-9 Relief Center,Chamoli,Uttarakhand,earthquake,30.57337,79.48129,300,84,0.43,0.01,0,31.7,338.1,596.9,9.3,309.9,80.38,CRITICAL_DEFICIT,0
SH-IDU-2726,Idukki Sector-16 Relief Center,Idukki,Kerala,flood,9.71674,77.33057,500,158,0.182,0.72,1,0.1,919.9,1661.1,10.6,352.1,40.26,DEFICIT,1
SH-VIS-2727,Visakhapatnam Sector-19 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.48122,83.37196,500,93,0.133,1.5,1,11.8,284.2,655.3,5.7,195.3,62.99,DEFICIT,1
SH-UTT-2728,Uttarkashi Sector-1 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.18267,78.38376,300,34,0.486,0.33,1,30.4,60.3,159.2,1.0,34.7,73.2,CRITICAL_DEFICIT,0
SH-KAZ-2729,Kaziranga Sector-12 Relief Center,Kaziranga,Assam,flood,26.5921,92.86521,300,86,0.464,4.17,0,33.4,23.2,42.8,0.5,21.9,100.0,CRITICAL_DEFICIT,0
SH-WAY-2730,Wayanad Sector-1 Relief Center,Wayanad,Kerala,flood,12.08092,76.05171,300,267,0.218,1.49,0,41.1,280.0,554.6,6.0,180.7,100.0,CRITICAL_DEFICIT,0
SH-IDU-2731,Idukki Sector-14 Relief Center,Idukki,Kerala,flood,9.70726,76.83506,300,173,0.05,1.34,1,0.0,713.3,1635.5,6.2,596.1,47.35,DEFICIT,1
SH-WAY-2732,Wayanad Sector-7 Relief Center,Wayanad,Kerala,flood,11.85786,75.99765,2000,971,0.138,3.27,0,62.8,265.4,581.3,4.8,158.5,100.0,CRITICAL_DEFICIT,0
SH-WAY-2733,Wayanad Sector-4 Relief Center,Wayanad,Kerala,flood,11.97369,75.86886,150,143,0.4,0.95,1,52.2,153.8,399.1,2.3,65.4,86.8,CRITICAL_DEFICIT,0
SH-DAR-2734,Darbhanga Sector-14 Relief Center,Darbhanga,Bihar,flood,26.54182,85.83407,300,369,0.153,3.53,1,33.5,576.3,1000.5,11.2,496.9,89.43,CRITICAL_DEFICIT,0
SH-DHU-2735,Dhubri Sector-13 Relief Center,Dhubri,Assam,flood,26.0098,89.75781,1200,1202,0.159,1.99,1,6.1,1151.8,2128.3,22.1,929.1,89.77,CRITICAL_DEFICIT,0
SH-KAZ-2736,Kaziranga Sector-10 Relief Center,Kaziranga,Assam,flood,26.19815,93.38425,300,241,0.482,3.38,1,19.7,806.7,1373.9,12.0,406.9,71.35,CRITICAL_DEFICIT,0
SH-DHU-2737,Dhubri Sector-12 Relief Center,Dhubri,Assam,flood,26.22261,89.99822,300,310,0.05,0.45,1,24.4,328.9,716.1,4.3,244.8,87.62,CRITICAL_DEFICIT,0
SH-WAY-2738,Wayanad Sector-16 Relief Center,Wayanad,Kerala,flood,12.1006,76.14243,800,287,0.114,0.24,1,3.3,292.9,664.4,4.1,219.1,82.76,CRITICAL_DEFICIT,0
SH-BAL-2739,Balasore Sector-1 Relief Center,Balasore,Odisha,cyclone,20.89426,87.12886,500,498,0.05,4.61,1,12.2,428.4,1177.9,7.1,257.3,92.09,CRITICAL_DEFICIT,0
SH-IDU-2740,Idukki Sector-7 Relief Center,Idukki,Kerala,flood,10.00245,76.928,150,113,0.172,0.45,1,59.2,97.6,237.1,2.0,53.3,94.88,CRITICAL_DEFICIT,0
SH-VIS-2741,Visakhapatnam Sector-17 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.83252,83.09946,150,40,0.623,2.17,1,17.0,32.2,95.5,1.1,22.4,94.81,CRITICAL_DEFICIT,0
SH-CHA-2742,Chamoli Sector-7 Relief Center,Chamoli,Uttarakhand,earthquake,30.29525,79.50096,150,163,0.253,6.02,0,3.2,605.0,1042.3,13.3,225.0,73.24,CRITICAL_DEFICIT,0
SH-WAY-2743,Wayanad Sector-8 Relief Center,Wayanad,Kerala,flood,11.63792,76.17584,500,107,0.05,1.14,0,24.5,585.8,1188.3,5.4,427.6,50.71,DEFICIT,1
SH-DAR-2744,Darbhanga Sector-18 Relief Center,Darbhanga,Bihar,flood,25.94502,85.74721,300,246,0.283,0.71,1,47.8,188.5,423.1,2.4,90.5,93.47,CRITICAL_DEFICIT,0
SH-WAY-2745,Wayanad Sector-10 Relief Center,Wayanad,Kerala,flood,11.45459,75.4237,300,211,0.177,8.84,1,34.2,71.4,133.5,1.4,24.5,98.38,CRITICAL_DEFICIT,0
SH-IDU-2746,Idukki Sector-16 Relief Center,Idukki,Kerala,flood,9.59957,77.01772,300,141,0.361,1.38,1,32.9,139.6,341.8,2.8,111.0,95.74,CRITICAL_DEFICIT,0
SH-SOU-2747,South 24 Parganas Sector-12 Relief Center,South 24 Parganas,West Bengal,cyclone,22.21105,88.1796,2000,1486,0.253,7.56,0,0.0,2990.0,6520.0,41.6,2528.3,92.39,CRITICAL_DEFICIT,0
SH-BAL-2748,Balasore Sector-16 Relief Center,Balasore,Odisha,cyclone,21.76954,87.22767,300,150,0.367,1.93,0,16.5,42.5,93.6,0.6,30.7,100.0,CRITICAL_DEFICIT,0
SH-DAR-2749,Darbhanga Sector-6 Relief Center,Darbhanga,Bihar,flood,25.97187,85.73715,500,302,0.076,3.74,1,12.3,2064.7,6233.1,36.9,1372.6,10.68,BALANCED,2
SH-DAR-2750,Darbhanga Sector-17 Relief Center,Darbhanga,Bihar,flood,25.97614,85.74576,1200,1029,0.558,0.37,1,40.6,1620.1,2710.4,27.1,1296.5,90.38,CRITICAL_DEFICIT,0
SH-SOU-2751,South 24 Parganas Sector-8 Relief Center,South 24 Parganas,West Bengal,cyclone,22.4465,88.61522,2000,1408,0.11,0.24,1,26.8,3021.7,6787.3,35.5,2378.4,78.36,CRITICAL_DEFICIT,0
SH-WAY-2752,Wayanad Sector-8 Relief Center,Wayanad,Kerala,flood,11.541,75.92098,150,148,0.367,0.43,1,37.4,224.1,639.3,4.7,207.7,87.46,CRITICAL_DEFICIT,0
SH-PUR-2753,Puri Sector-14 Relief Center,Puri,Odisha,cyclone,19.98892,85.59773,300,241,0.288,4.88,1,18.2,411.9,898.8,10.1,367.0,80.08,CRITICAL_DEFICIT,0
SH-DHU-2754,Dhubri Sector-14 Relief Center,Dhubri,Assam,flood,25.9181,89.83784,150,76,0.353,0.53,1,15.8,273.6,829.9,3.8,192.1,58.0,DEFICIT,1
SH-PUR-2755,Puri Sector-14 Relief Center,Puri,Odisha,cyclone,19.72141,85.81481,300,118,0.285,1.32,1,27.9,94.1,247.0,2.4,90.2,91.93,CRITICAL_DEFICIT,0
SH-SOU-2756,South 24 Parganas Sector-17 Relief Center,South 24 Parganas,West Bengal,cyclone,22.08887,88.89575,800,464,0.245,0.98,1,14.6,690.3,1480.7,16.6,641.1,81.13,CRITICAL_DEFICIT,0
SH-PUR-2757,Puri Sector-2 Relief Center,Puri,Odisha,cyclone,19.89623,86.28926,300,227,0.251,1.22,1,0.0,463.6,763.3,11.5,191.0,81.71,CRITICAL_DEFICIT,0
SH-BAL-2758,Balasore Sector-13 Relief Center,Balasore,Odisha,cyclone,21.37238,86.99789,500,354,0.291,0.43,0,17.3,319.6,763.6,4.8,317.2,100.0,CRITICAL_DEFICIT,0
SH-WAY-2759,Wayanad Sector-14 Relief Center,Wayanad,Kerala,flood,11.32574,75.97233,1200,655,0.483,4.37,0,22.9,7928.6,23946.0,194.4,6199.4,18.05,SURPLUS,3
SH-PUR-2760,Puri Sector-12 Relief Center,Puri,Odisha,cyclone,19.91542,85.95406,500,574,0.218,11.38,1,1.4,1151.5,2180.4,16.9,942.4,83.38,CRITICAL_DEFICIT,0
SH-WAY-2761,Wayanad Sector-10 Relief Center,Wayanad,Kerala,flood,11.44706,75.80435,300,164,0.202,0.11,0,58.7,151.0,358.9,2.9,135.7,100.0,CRITICAL_DEFICIT,0
SH-KAT-2762,Katihar Sector-3 Relief Center,Katihar,Bihar,flood,25.66486,87.36166,300,314,0.402,0.5,1,13.5,453.9,1278.0,7.9,173.0,89.78,CRITICAL_DEFICIT,0
SH-SOU-2763,South 24 Parganas Sector-5 Relief Center,South 24 Parganas,West Bengal,cyclone,22.26361,88.50883,800,212,0.608,2.15,0,1.4,410.2,992.7,7.4,231.9,94.35,CRITICAL_DEFICIT,0
SH-CHA-2764,Chamoli Sector-19 Relief Center,Chamoli,Uttarakhand,earthquake,30.53575,79.20539,300,145,0.376,1.8,1,49.7,310.4,770.4,5.4,112.4,71.53,CRITICAL_DEFICIT,0
SH-DAR-2765,Darbhanga Sector-17 Relief Center,Darbhanga,Bihar,flood,26.16338,85.84663,300,126,0.309,1.34,1,20.6,90.8,236.2,1.4,40.3,92.53,CRITICAL_DEFICIT,0
SH-KAT-2766,Katihar Sector-9 Relief Center,Katihar,Bihar,flood,25.96227,87.73914,500,411,0.384,0.41,1,17.7,885.5,1765.0,17.0,509.7,82.09,CRITICAL_DEFICIT,0
SH-KAZ-2767,Kaziranga Sector-7 Relief Center,Kaziranga,Assam,flood,26.64349,93.3783,150,103,0.227,2.65,1,30.9,30.1,61.2,0.8,28.5,96.11,CRITICAL_DEFICIT,0
SH-DAR-2768,Darbhanga Sector-11 Relief Center,Darbhanga,Bihar,flood,25.96724,85.57081,300,64,0.398,11.08,0,18.9,109.4,253.3,2.0,88.4,94.99,CRITICAL_DEFICIT,0
SH-KAT-2769,Katihar Sector-11 Relief Center,Katihar,Bihar,flood,24.96502,87.63124,300,26,0.066,1.41,1,0.3,26.7,73.4,0.3,10.2,87.2,CRITICAL_DEFICIT,0
SH-IDU-2770,Idukki Sector-14 Relief Center,Idukki,Kerala,flood,9.96697,76.66485,150,35,0.138,1.89,1,28.3,10.4,29.0,0.2,4.6,100.0,CRITICAL_DEFICIT,0
SH-CHA-2771,Chamoli Sector-17 Relief Center,Chamoli,Uttarakhand,earthquake,30.20962,79.10538,150,93,0.444,0.23,1,35.6,144.3,432.4,2.1,60.0,82.65,CRITICAL_DEFICIT,0
SH-DAR-2772,Darbhanga Sector-15 Relief Center,Darbhanga,Bihar,flood,25.82676,86.03218,500,118,0.415,0.54,1,25.8,253.1,603.9,3.4,169.1,79.89,CRITICAL_DEFICIT,0
SH-VIS-2773,Visakhapatnam Sector-1 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.60204,83.0624,150,101,0.357,0.24,1,4.4,26.4,47.0,0.4,26.3,100.0,CRITICAL_DEFICIT,0
SH-KAN-2774,Kangra Sector-16 Relief Center,Kangra,Himachal Pradesh,earthquake,32.03256,76.2998,300,178,0.244,3.81,1,23.4,540.2,1415.5,7.7,260.1,60.31,DEFICIT,1
SH-IDU-2775,Idukki Sector-14 Relief Center,Idukki,Kerala,flood,9.77285,76.66508,300,293,0.325,0.79,1,0.0,447.1,899.8,10.3,393.2,85.6,CRITICAL_DEFICIT,0
SH-WAY-2776,Wayanad Sector-10 Relief Center,Wayanad,Kerala,flood,11.86378,75.80402,500,233,0.228,2.79,0,71.9,168.6,500.2,4.1,143.3,100.0,CRITICAL_DEFICIT,0
SH-DHU-2777,Dhubri Sector-6 Relief Center,Dhubri,Assam,flood,25.84043,90.35086,300,218,0.346,2.07,1,52.3,367.4,726.2,9.0,227.8,84.99,CRITICAL_DEFICIT,0
SH-IDU-2778,Idukki Sector-9 Relief Center,Idukki,Kerala,flood,9.60887,76.78233,300,170,0.344,1.34,1,19.8,280.9,538.4,5.4,253.7,86.1,CRITICAL_DEFICIT,0
SH-DHU-2779,Dhubri Sector-15 Relief Center,Dhubri,Assam,flood,26.30704,89.94311,500,395,0.131,1.89,0,42.9,1647.4,4448.7,22.1,808.6,59.93,DEFICIT,1
SH-SOU-2780,South 24 Parganas Sector-16 Relief Center,South 24 Parganas,West Bengal,cyclone,22.26863,88.52569,150,31,0.05,1.83,1,22.3,131.1,294.9,2.6,117.4,43.57,DEFICIT,1
SH-KAZ-2781,Kaziranga Sector-1 Relief Center,Kaziranga,Assam,flood,26.72452,92.98874,150,124,0.397,0.14,1,7.2,242.1,722.4,4.5,200.8,82.25,CRITICAL_DEFICIT,0
SH-IDU-2782,Idukki Sector-14 Relief Center,Idukki,Kerala,flood,9.5624,76.90246,2000,810,0.45,3.72,0,0.0,664.5,1400.4,18.5,466.5,100.0,CRITICAL_DEFICIT,0
SH-CHA-2783,Chamoli Sector-9 Relief Center,Chamoli,Uttarakhand,earthquake,30.4211,79.09689,150,77,0.582,2.14,1,32.4,72.6,203.4,2.2,61.6,94.03,CRITICAL_DEFICIT,0
SH-SOU-2784,South 24 Parganas Sector-7 Relief Center,South 24 Parganas,West Bengal,cyclone,22.29472,88.01677,800,901,0.055,0.17,1,28.2,3250.8,6236.4,35.3,1088.8,56.87,DEFICIT,1
SH-KUT-2785,Kutch Sector-8 Relief Center,Kutch,Gujarat,earthquake,24.02452,70.16347,500,531,0.192,1.78,1,19.1,167.5,377.9,3.7,104.2,100.0,CRITICAL_DEFICIT,0
SH-DHU-2786,Dhubri Sector-9 Relief Center,Dhubri,Assam,flood,26.10929,89.7506,300,211,0.19,4.88,0,14.5,207.7,411.5,3.9,144.4,100.0,CRITICAL_DEFICIT,0
SH-KUT-2787,Kutch Sector-19 Relief Center,Kutch,Gujarat,earthquake,23.94308,69.57842,800,575,0.396,0.05,0,29.8,1216.4,3462.6,17.1,1097.1,94.89,CRITICAL_DEFICIT,0
SH-KUT-2788,Kutch Sector-18 Relief Center,Kutch,Gujarat,earthquake,24.17621,69.89676,300,366,0.19,2.14,1,33.7,2172.9,5596.2,39.8,1200.8,20.39,BALANCED,2
SH-CHA-2789,Chamoli Sector-6 Relief Center,Chamoli,Uttarakhand,earthquake,30.76898,79.15049,800,370,0.155,5.85,1,38.8,1510.2,2682.2,27.2,1089.2,59.65,DEFICIT,1
SH-DHU-2790,Dhubri Sector-16 Relief Center,Dhubri,Assam,flood,26.05833,89.703,300,267,0.488,7.21,1,6.7,1788.7,3199.8,50.2,1527.3,36.4,BALANCED,2
SH-IDU-2791,Idukki Sector-10 Relief Center,Idukki,Kerala,flood,10.21464,76.90914,300,321,0.395,0.05,1,6.7,514.8,1084.2,9.1,436.6,84.29,CRITICAL_DEFICIT,0
SH-UTT-2792,Uttarkashi Sector-2 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.38181,78.55241,500,104,0.498,0.85,1,40.6,36.2,65.6,1.0,35.9,100.0,CRITICAL_DEFICIT,0
SH-UTT-2793,Uttarkashi Sector-15 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.68031,78.06888,500,480,0.074,1.04,1,19.7,1879.1,4004.7,35.3,1233.2,52.24,DEFICIT,1
SH-KUT-2794,Kutch Sector-19 Relief Center,Kutch,Gujarat,earthquake,24.0189,69.86173,500,194,0.423,5.43,1,16.1,1465.6,4412.0,40.3,877.6,7.91,SURPLUS,3
SH-KUT-2795,Kutch Sector-9 Relief Center,Kutch,Gujarat,earthquake,23.6977,69.87766,150,118,0.65,1.33,1,19.9,250.7,637.3,8.7,240.7,80.85,CRITICAL_DEFICIT,0
SH-BAL-2796,Balasore Sector-15 Relief Center,Balasore,Odisha,cyclone,21.61195,86.60534,300,236,0.264,3.5,0,14.4,753.3,1454.6,14.7,726.8,90.46,CRITICAL_DEFICIT,0
SH-DAR-2797,Darbhanga Sector-11 Relief Center,Darbhanga,Bihar,flood,26.04248,86.02114,150,183,0.051,0.3,1,28.8,133.5,373.5,1.9,46.6,88.09,CRITICAL_DEFICIT,0
SH-KAZ-2798,Kaziranga Sector-7 Relief Center,Kaziranga,Assam,flood,26.65879,93.21714,300,296,0.145,3.09,0,60.9,508.2,1216.2,10.9,257.8,95.11,CRITICAL_DEFICIT,0
SH-KAZ-2799,Kaziranga Sector-1 Relief Center,Kaziranga,Assam,flood,27.06599,92.81296,500,211,0.65,6.31,0,29.1,2356.2,6434.0,78.0,1520.7,23.66,SURPLUS,3
SH-WAY-2800,Wayanad Sector-1 Relief Center,Wayanad,Kerala,flood,11.5501,76.26058,1200,157,0.395,2.29,1,30.7,41.8,78.1,0.6,29.3,98.51,CRITICAL_DEFICIT,0
SH-KAN-2801,Kangra Sector-8 Relief Center,Kangra,Himachal Pradesh,earthquake,32.37707,76.74573,500,445,0.072,4.21,0,0.0,3165.3,6432.1,58.2,2395.1,35.43,BALANCED,2
SH-UTT-2802,Uttarkashi Sector-14 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.96801,78.12247,500,387,0.234,1.11,1,33.5,702.9,1577.5,13.2,577.5,81.37,CRITICAL_DEFICIT,0
SH-DHU-2803,Dhubri Sector-18 Relief Center,Dhubri,Assam,flood,25.8268,89.78094,500,590,0.273,0.69,0,39.1,2315.1,6725.1,41.6,1166.0,64.73,DEFICIT,1
SH-SOU-2804,South 24 Parganas Sector-14 Relief Center,South 24 Parganas,West Bengal,cyclone,22.32956,88.43295,300,264,0.181,1.52,1,21.9,551.9,1274.2,6.8,225.4,79.23,CRITICAL_DEFICIT,0
SH-KAZ-2805,Kaziranga Sector-9 Relief Center,Kaziranga,Assam,flood,26.76025,93.35703,500,370,0.119,0.88,1,58.1,124.7,248.4,2.2,90.9,99.54,CRITICAL_DEFICIT,0
SH-WAY-2806,Wayanad Sector-1 Relief Center,Wayanad,Kerala,flood,11.51985,76.13052,300,87,0.544,0.26,1,0.0,64.9,193.7,2.1,35.7,97.72,CRITICAL_DEFICIT,0
SH-KAT-2807,Katihar Sector-16 Relief Center,Katihar,Bihar,flood,25.62776,87.10823,150,61,0.159,4.17,1,9.5,20.2,42.4,0.4,14.3,96.55,CRITICAL_DEFICIT,0
SH-KAZ-2808,Kaziranga Sector-15 Relief Center,Kaziranga,Assam,flood,26.61657,93.3041,300,295,0.54,8.41,1,0.0,623.6,1241.4,10.4,456.0,80.59,CRITICAL_DEFICIT,0
SH-VIS-2809,Visakhapatnam Sector-15 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.77767,83.38448,300,140,0.136,1.26,1,33.5,214.0,610.0,2.3,97.7,81.0,CRITICAL_DEFICIT,0
SH-PUR-2810,Puri Sector-5 Relief Center,Puri,Odisha,cyclone,19.85656,85.79172,150,68,0.276,2.28,1,10.6,692.4,1920.3,8.6,247.0,0.23,SURPLUS,3
SH-VIS-2811,Visakhapatnam Sector-12 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.65705,83.16907,150,139,0.423,2.4,1,0.0,132.4,302.6,2.1,113.6,92.45,CRITICAL_DEFICIT,0
SH-KAN-2812,Kangra Sector-18 Relief Center,Kangra,Himachal Pradesh,earthquake,32.28994,76.3136,1200,543,0.353,0.51,0,46.3,417.4,871.2,10.6,147.0,100.0,CRITICAL_DEFICIT,0
SH-UTT-2813,Uttarkashi Sector-17 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.67072,78.1334,1200,1116,0.115,3.3,1,27.7,1717.1,4065.0,21.4,1008.2,77.41,CRITICAL_DEFICIT,0
SH-VIS-2814,Visakhapatnam Sector-9 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.71718,83.44987,150,20,0.28,1.77,1,23.1,36.5,93.6,0.9,31.8,79.53,CRITICAL_DEFICIT,0
SH-BAL-2815,Balasore Sector-12 Relief Center,Balasore,Odisha,cyclone,21.1479,86.71839,1200,1082,0.085,4.82,0,0.0,7145.5,18185.6,134.1,3881.7,25.18,BALANCED,2
SH-PUR-2816,Puri Sector-3 Relief Center,Puri,Odisha,cyclone,20.31551,85.77679,500,114,0.243,0.46,1,37.5,82.7,218.0,2.1,43.4,92.31,CRITICAL_DEFICIT,0
SH-WAY-2817,Wayanad Sector-1 Relief Center,Wayanad,Kerala,flood,11.63162,76.50752,300,344,0.237,12.86,0,16.1,2636.0,7173.4,29.8,1593.0,18.88,SURPLUS,3
SH-VIS-2818,Visakhapatnam Sector-12 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.61768,83.29817,150,101,0.311,0.71,1,3.1,1048.5,2463.0,24.2,704.2,4.7,SURPLUS,3
SH-IDU-2819,Idukki Sector-18 Relief Center,Idukki,Kerala,flood,9.59083,76.86955,500,339,0.273,1.66,1,36.2,276.2,685.0,5.3,265.0,89.65,CRITICAL_DEFICIT,0
SH-KAZ-2820,Kaziranga Sector-3 Relief Center,Kaziranga,Assam,flood,26.2889,92.91194,800,499,0.485,1.12,1,35.3,1794.9,3032.2,36.5,1074.8,69.8,DEFICIT,1
SH-UTT-2821,Uttarkashi Sector-2 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.48681,78.52567,500,455,0.44,3.83,1,15.2,750.8,2131.3,22.6,278.2,81.69,CRITICAL_DEFICIT,0
SH-VIS-2822,Visakhapatnam Sector-14 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.76145,83.38249,300,187,0.103,0.28,1,40.6,272.6,654.2,3.9,177.8,81.56,CRITICAL_DEFICIT,0
SH-KAZ-2823,Kaziranga Sector-17 Relief Center,Kaziranga,Assam,flood,26.0951,92.93824,500,398,0.07,2.85,1,44.0,357.8,862.7,4.3,184.8,89.77,CRITICAL_DEFICIT,0
SH-WAY-2824,Wayanad Sector-17 Relief Center,Wayanad,Kerala,flood,11.83994,76.02811,150,106,0.068,0.59,0,48.6,101.2,195.5,0.9,88.7,100.0,CRITICAL_DEFICIT,0
SH-UTT-2825,Uttarkashi Sector-9 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.99338,78.53148,500,170,0.464,0.35,1,44.9,181.0,495.2,4.7,151.3,94.63,CRITICAL_DEFICIT,0
SH-PUR-2826,Puri Sector-12 Relief Center,Puri,Odisha,cyclone,20.08817,85.52842,500,239,0.348,6.69,1,75.1,1335.6,3656.8,30.2,1097.4,30.41,BALANCED,2
SH-VIS-2827,Visakhapatnam Sector-18 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.88513,83.26874,500,202,0.155,1.64,1,21.5,867.2,1870.7,16.4,669.8,54.75,DEFICIT,1
SH-BAL-2828,Balasore Sector-13 Relief Center,Balasore,Odisha,cyclone,21.72477,86.5264,500,508,0.116,2.99,0,28.6,2967.6,6517.9,34.2,1432.9,43.12,DEFICIT,1
SH-KAT-2829,Katihar Sector-4 Relief Center,Katihar,Bihar,flood,25.6299,88.05512,150,49,0.305,3.37,0,68.8,14.0,40.4,0.4,7.6,100.0,CRITICAL_DEFICIT,0
SH-IDU-2830,Idukki Sector-7 Relief Center,Idukki,Kerala,flood,9.63425,77.02509,150,85,0.185,1.8,0,18.0,132.8,347.3,1.5,96.1,92.09,CRITICAL_DEFICIT,0
SH-DAR-2831,Darbhanga Sector-3 Relief Center,Darbhanga,Bihar,flood,26.59786,85.84889,300,333,0.219,4.25,1,34.4,263.1,600.5,5.7,187.8,91.22,CRITICAL_DEFICIT,0
SH-WAY-2832,Wayanad Sector-5 Relief Center,Wayanad,Kerala,flood,11.67865,75.96359,1200,1061,0.281,4.02,1,32.6,12268.2,20245.0,173.8,11088.9,0.0,SURPLUS,3
SH-IDU-2833,Idukki Sector-8 Relief Center,Idukki,Kerala,flood,10.04453,76.93978,150,129,0.369,2.36,1,24.9,919.8,1683.6,15.4,697.6,33.02,BALANCED,2
SH-VIS-2834,Visakhapatnam Sector-10 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.57424,83.01031,300,87,0.05,1.58,1,6.3,81.4,186.2,0.7,69.0,89.63,CRITICAL_DEFICIT,0
SH-BAL-2835,Balasore Sector-5 Relief Center,Balasore,Odisha,cyclone,21.27896,86.39161,150,23,0.106,1.08,1,45.7,42.5,102.0,0.5,38.1,75.73,CRITICAL_DEFICIT,0
SH-UTT-2836,Uttarkashi Sector-13 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.8206,78.71189,300,207,0.25,0.82,0,48.2,180.6,507.4,3.1,162.6,100.0,CRITICAL_DEFICIT,0
SH-BAL-2837,Balasore Sector-13 Relief Center,Balasore,Odisha,cyclone,21.38181,86.67002,300,155,0.27,2.08,1,55.3,333.2,585.4,7.1,309.7,83.37,CRITICAL_DEFICIT,0
SH-IDU-2838,Idukki Sector-7 Relief Center,Idukki,Kerala,flood,9.70813,76.90638,150,129,0.242,0.6,1,26.5,1383.5,2828.8,33.4,1024.1,4.43,SURPLUS,3
SH-KUT-2839,Kutch Sector-8 Relief Center,Kutch,Gujarat,earthquake,23.66094,69.64967,300,234,0.221,0.75,1,22.7,208.5,612.8,4.8,177.7,92.45,CRITICAL_DEFICIT,0
SH-DAR-2840,Darbhanga Sector-15 Relief Center,Darbhanga,Bihar,flood,26.27926,86.11736,150,124,0.09,8.89,0,20.4,199.0,491.9,2.3,73.7,94.59,CRITICAL_DEFICIT,0
SH-UTT-2841,Uttarkashi Sector-17 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.93597,78.45909,300,144,0.226,3.08,0,31.2,484.5,1383.3,7.5,455.7,72.86,CRITICAL_DEFICIT,0
SH-WAY-2842,Wayanad Sector-16 Relief Center,Wayanad,Kerala,flood,12.07638,75.96526,300,277,0.362,1.23,1,39.4,2001.1,4571.3,45.7,1096.9,8.75,BALANCED,2
SH-KAT-2843,Katihar Sector-5 Relief Center,Katihar,Bihar,flood,25.34217,87.10076,1200,392,0.095,0.21,1,29.3,3610.2,8190.8,47.7,1698.1,0.0,SURPLUS,3
SH-PUR-2844,Puri Sector-10 Relief Center,Puri,Odisha,cyclone,19.67018,86.26662,500,565,0.148,1.39,1,72.4,162.4,485.4,3.2,56.4,94.93,CRITICAL_DEFICIT,0
